article,keywords,volume,issue,year
1,diagnostic classification models,77,3,2017
1,latent class analysis,77,3,2017
1,longitudinal assessment,77,3,2017
2,forced choice,77,3,2017
2,computerized adaptive testing,77,3,2017
2,multidimensional item response theory,77,3,2017
3,item response theory,77,3,2017
3,linking,77,3,2017
3,equating,77,3,2017
3,simulation,77,3,2017
3,IRTPRO,77,3,2017
4,constrained multidimensional scaling,77,3,2017
4,circular and spherical constraints on MDS solutions,77,3,2017
4,extension of MDS-T on the sphere,77,3,2017
4,quadrant-specific arctangent transformations,77,3,2017
4,burnout syndrome,77,3,2017
4,Self-Directed Search,77,3,2017
5,meta-analysis,77,3,2017
5,effect sizes,77,3,2017
5,standardized mean difference,77,3,2017
5,effect size comparability,77,3,2017
5,measurement and meta-analysis,77,3,2017
6,methodology,77,3,2017
6,null hypothesis testing,77,3,2017
7,hypothesis testing,77,3,2017
7,similarity principle,77,3,2017
7,multiplicity,77,3,2017
7,Simpson’s paradox,77,3,2017
7,causality,77,3,2017
7,false discovery rate,77,3,2017
8,tests of statistical significance,77,3,2017
8,null hypothesis significance testing,77,3,2017
8,the neo-Fisherian perspective,77,3,2017
8,the error-statistical perspective,77,3,2017
8,statistical pragmatism,77,3,2017
8,philosophy of statistics,77,3,2017
9,classical statistics,77,3,2017
9,inference,77,3,2017
9,logical principles,77,3,2017
9,p-value,77,3,2017
9,statistical hypothesis,77,3,2017
10,hypothesis testing,77,3,2017
10,Bayesian inference,77,3,2017
10,null hypothesis,77,3,2017
10,estimation,77,3,2017
1,differential item functioning,77,4,2017
1,nonsimple structure,77,4,2017
1,MIMIC,77,4,2017
1,multidimensional IRT,77,4,2017
2,multistage testing,77,4,2017
2,measurement precision,77,4,2017
2,simulation method,77,4,2017
2,computer-based testing,77,4,2017
3,MCMC,77,4,2017
3,SAS,77,4,2017
3,latent growth model,77,4,2017
3,Bayes,77,4,2017
4,methodology,77,4,2017
4,null hypothesis testing,77,4,2017
5,statistics,77,4,2017
5,p value,77,4,2017
5,hypothesis testing,77,4,2017
6,estimation,77,4,2017
6,significance testing,77,4,2017
6,inverse problem,77,4,2017
6,Bayes factor,77,4,2017
6,goodness of fit,77,4,2017
7,common sense logic,77,4,2017
7,hypothesis testing,77,4,2017
7,statistical methods,77,4,2017
8,robust methods,77,4,2017
8,Bayesian methods,77,4,2017
8,skewed distributions,77,4,2017
8,outliers,77,4,2017
8,heteroscedasticity,77,4,2017
8,p values,77,4,2017
8,effect size,77,4,2017
8,Tukey’s three decision rule,77,4,2017
9,analysis of variance,77,4,2017
9,contrast analysis,77,4,2017
9,confidence interval,77,4,2017
9,null hypothesis significance testing,77,4,2017
9,Bayesian analysis,77,4,2017
1,statistical test,77,5,2017
1,interrater agreement,77,5,2017
1,category prevalence,77,5,2017
2,APM,77,5,2017
2,confirmatory factor analysis,77,5,2017
2,item-position effect,77,5,2017
2,simulation,77,5,2017
3,latent growth modeling,77,5,2017
3,growth mixture modeling,77,5,2017
3,latent class analysis,77,5,2017
3,covariate effect,77,5,2017
4,adaptive testing,77,5,2017
4,computerized clinical testing,77,5,2017
4,formal psychological assessment,77,5,2017
4,knowledge space theory,77,5,2017
5,methodology,77,5,2017
5,null hypothesis testing,77,5,2017
6,contingency tables,77,5,2017
6,Bayes factor,77,5,2017
6,evidence,77,5,2017
7,coefficient of confidence,77,5,2017
7,squared coefficient of confidence,77,5,2017
7,confidence interval,77,5,2017
7,standard error of the mean,77,5,2017
7,a posteriori statistics,77,5,2017
7,a priori statistics,77,5,2017
8,observation-oriented modeling,77,5,2017
8,integrated model,77,5,2017
8,inference to best explanation,77,5,2017
8,null hypothesis significance testing,77,5,2017
9,neuroscience,77,5,2017
9,statistical inference,77,5,2017
9,epistemology,77,5,2017
9,hypothesis testing,77,5,2017
9,cross-validation,77,5,2017
10,GAMLSS,77,5,2017
10,model comparison approach,77,5,2017
10,data visualization,77,5,2017
10,multilevel analysis,77,5,2017
10,null hypothesis,77,5,2017
1,standard setting,77,6,2017
1,Angoff method,77,6,2017
1,item response theory,77,6,2017
2,academic growth,77,6,2017
2,ability estimation,77,6,2017
2,Bayesian estimation,77,6,2017
2,auxiliary information,77,6,2017
2,teacher value-added,77,6,2017
3,differential item functioning,77,6,2017
3,multidimensional item response theory,77,6,2017
3,validity,77,6,2017
4,data integration,77,6,2017
4,data fusion,77,6,2017
4,longitudinal growth modeling,77,6,2017
5,latent growth model,77,6,2017
5,small sample,77,6,2017
5,missing data,77,6,2017
5,dropout,77,6,2017
5,full information maximum likelihood,77,6,2017
5,FIML,77,6,2017
5,correction,77,6,2017
6,kappa,77,6,2017
6,rater accuracy,77,6,2017
6,interrater reliability,77,6,2017
6,nominal scales,77,6,2017
7,MTMM,77,6,2017
7,multitrait–multimethod,77,6,2017
7,confirmatory factor analysis,77,6,2017
7,improper solutions,77,6,2017
7,convergence,77,6,2017
1,statistical mediation,78,1,2018
1,multidimensionality,78,1,2018
1,bifactor measurement model,78,1,2018
1,Monte Carlo simulation,78,1,2018
1,facets,78,1,2018
2,reliability,78,1,2018
2,item response theory,78,1,2018
2,confidence intervals,78,1,2018
2,asymptotic variance,78,1,2018
3,difficulty factor,78,1,2018
3,item difficulty,78,1,2018
3,item-position effect,78,1,2018
3,method effect,78,1,2018
4,reliability,78,1,2018
4,Spearman correction,78,1,2018
4,classical test theory,78,1,2018
4,statistical power,78,1,2018
5,self-report surveys,78,1,2018
5,validity screening,78,1,2018
5,bullying victimization,78,1,2018
5,risk behavior,78,1,2018
5,academic adjustment,78,1,2018
5,high school students,78,1,2018
6,generalized partial credit model,78,1,2018
6,nominal response model,78,1,2018
6,category boundary discrimination,78,1,2018
6,category boundary location,78,1,2018
6,item wording direction,78,1,2018
7,partial credit model,78,1,2018
7,rating scale model,78,1,2018
7,differential item functioning,78,1,2018
7,differential step function,78,1,2018
7,measurement invariance,78,1,2018
7,model-based recursive partitioning,78,1,2018
7,tree,78,1,2018
8,binary item,78,1,2018
8,clustering effect,78,1,2018
8,congruence,78,1,2018
8,construct,78,1,2018
8,latent variable modeling,78,1,2018
8,multidimensionality,78,1,2018
8,nested models,78,1,2018
8,unidimensionality,78,1,2018
1,reliability,78,2,2018
1,composite score,78,2,2018
1,structural equation modeling,78,2,2018
1,latent interaction effect,78,2,2018
2,curve of factors model,78,2,2018
2,latent growth models,78,2,2018
2,longitudinal data analysis,78,2,2018
3,longitudinal data,78,2,2018
3,change scores,78,2,2018
3,latent variable modeling,78,2,2018
4,wording effects,78,2,2018
4,multilevel bifactor model,78,2,2018
4,mixed-format scales,78,2,2018
4,construct validation,78,2,2018
5,categorical confirmatory factor analysis,78,2,2018
5,differential item functioning,78,2,2018
5,limited information estimation,78,2,2018
5,measurement invariance,78,2,2018
5,polytomous data,78,2,2018
5,robust maximum likelihood,78,2,2018
5,Tobit model,78,2,2018
6,cluster bootstrapping,78,2,2018
6,cluster randomized trials,78,2,2018
6,low number of clusters,78,2,2018
6,clustered data,78,2,2018
7,Mokken scaling,78,2,2018
7,rating quality,78,2,2018
7,missing data,78,2,2018
7,performance assessment,78,2,2018
8,binary item,78,2,2018
8,differential item functioning,78,2,2018
8,false discovery rate,78,2,2018
8,latent variable modeling,78,2,2018
8,measurement invariance,78,2,2018
8,model identification,78,2,2018
8,multiple testing,78,2,2018
1,diagnostic measurement,78,3,2018
1,diagnostic classification modeling,78,3,2018
1,item response theory,78,3,2018
1,retrofit,78,3,2018
1,dimensionality,78,3,2018
1,test development,78,3,2018
2,item response theory (IRT),78,3,2018
2,Markov chain Monte Carlo (MCMC),78,3,2018
2,Bayesian,78,3,2018
3,item response theory,78,3,2018
3,parameter linking,78,3,2018
3,nominal response model,78,3,2018
3,Positive Family Relationships scale,78,3,2018
3,longitudinal research,78,3,2018
3,invariance,78,3,2018
4,rater effects,78,3,2018
4,social network analysis,78,3,2018
4,exponential random graph models,78,3,2018
4,Rasch model,78,3,2018
5,measurement invariance,78,3,2018
5,statistical mediation model,78,3,2018
5,latent variables,78,3,2018
6,variance due to the independent variable,78,3,2018
6,systematic variance not due to the independent variable,78,3,2018
6,random variance,78,3,2018
6,tripartite assumption,78,3,2018
7,binary (scored) item,78,3,2018
7,common factor,78,3,2018
7,common factor dominance,78,3,2018
7,interval estimation,78,3,2018
7,global factor,78,3,2018
7,local factor,78,3,2018
7,multidimensionality,78,3,2018
7,unidimensionality,78,3,2018
8,item response theory (IRT),78,3,2018
8,testlet,78,3,2018
8,limited-information estimation,78,3,2018
8,full-information estimation,78,3,2018
8,bifactor model,78,3,2018
1,Bayesian procedures,78,4,2018
1,factor analysis,78,4,2018
1,model fit,78,4,2018
1,validity,78,4,2018
1,simulation,78,4,2018
2,IRT and FA,78,4,2018
2,Mplus,78,4,2018
2,Mplus Delta parameterization,78,4,2018
2,Mplus Theta parameterization,78,4,2018
3,exploratory factor analysis,78,4,2018
3,parallel analysis,78,4,2018
3,psychometrics,78,4,2018
4,diagnostic measurement,78,4,2018
4,diagnostic classification modeling,78,4,2018
4,attribute structure,78,4,2018
4,misspecification,78,4,2018
4,model fit,78,4,2018
4,classification accuracy,78,4,2018
5,instructional sensitivity,78,4,2018
5,mathematics,78,4,2018
5,achievement,78,4,2018
5,instruction,78,4,2018
6,multidimensional item response theory,78,4,2018
6,score test,78,4,2018
6,Lagrange multiplier test,78,4,2018
6,modification indices,78,4,2018
7,rater-mediated assessments,78,4,2018
7,Rasch measurement,78,4,2018
7,sparse designs,78,4,2018
7,teacher evaluation,78,4,2018
8,error variance,78,4,2018
8,measurement error,78,4,2018
8,observed variable,78,4,2018
8,principal component,78,4,2018
8,principal component analysis,78,4,2018
8,reliability,78,4,2018
8,variance,78,4,2018
1,bifactor model,78,5,2018
1,empirical underidentification,78,5,2018
1,structural equation modeling,78,5,2018
2,latent class models,78,5,2018
2,multilevel modeling,78,5,2018
2,sample size,78,5,2018
3,exploratory item factor analysis,78,5,2018
3,factor determinacy,78,5,2018
3,marginal and conditional reliability,78,5,2018
3,EAP-estimation,78,5,2018
3,H index,78,5,2018
3,closeness to unidimensionality,78,5,2018
4,partial credit model,78,5,2018
4,differential item functioning,78,5,2018
4,recursive partitioning,78,5,2018
4,item-focused trees,78,5,2018
5,test scoring,78,5,2018
5,test equating,78,5,2018
5,delta-scoring,78,5,2018
5,assessment,78,5,2018
5,testing,78,5,2018
6,item response theory,78,5,2018
6,polytomous models,78,5,2018
6,ordered responses,78,5,2018
6,category order,78,5,2018
7,item response theory,78,5,2018
7,goodness of fit,78,5,2018
7,normality,78,5,2018
8,Mokken scaling,78,5,2018
8,rating scales,78,5,2018
8,nonparametric IRT,78,5,2018
8,performance assessment,78,5,2018
8,raters,78,5,2018
9,correlation,78,5,2018
9,criterion validity,78,5,2018
9,factor analysis,78,5,2018
9,latent variable modeling,78,5,2018
9,measurement error,78,5,2018
9,second-order factor structure,78,5,2018
9,validity,78,5,2018
1,latent class models with external variables,78,6,2018
1,one-step approach,78,6,2018
1,three-step maximum-likelihood approach,78,6,2018
1,three-step BCH approach,78,6,2018
1,LTB approach,78,6,2018
1,small samples,78,6,2018
2,mediation,78,6,2018
2,longitudinal data analysis,78,6,2018
2,time series analysis,78,6,2018
2,power,78,6,2018
3,measurement invariance,78,6,2018
3,multilevel CFA,78,6,2018
3,cross-level group measurement invariance,78,6,2018
3,perception congruence,78,6,2018
4,Coefficient <U+03BB>6,78,6,2018
4,correction for attenuation,78,6,2018
4,item discrimination,78,6,2018
4,item-factor loading,78,6,2018
4,item-rest correlation,78,6,2018
4,item scalability,78,6,2018
4,item-score reliability,78,6,2018
5,study participation,78,6,2018
5,range restriction,78,6,2018
5,skew,78,6,2018
5,adjustment formulas,78,6,2018
5,distortion,78,6,2018
5,statistical bias,78,6,2018
6,ordinal alpha,78,6,2018
6,coefficient alpha,78,6,2018
6,reliability,78,6,2018
6,polychoric correlations,78,6,2018
6,Spearman–Brown prophecy formula,78,6,2018
7,subscore,78,6,2018
7,score reporting,78,6,2018
7,diagnostic classification model,78,6,2018
7,licensure/certification test,78,6,2018
7,standard setting,78,6,2018
7,reliability,78,6,2018
8,household fit,78,6,2018
8,Rasch measurement theory,78,6,2018
8,food insecurity,78,6,2018
9,optimal linear combination,78,6,2018
9,maximal reliability,78,6,2018
9,maximal criterion validity,78,6,2018
10,coefficient alpha,78,6,2018
10,factor analysis,78,6,2018
10,latent structure,78,6,2018
10,latent variable modeling,78,6,2018
10,second-order factor model,78,6,2018
10,reliability,78,6,2018
1,item response theory,79,1,2019
1,conditional SEMs,79,1,2019
1,information,79,1,2019
1,conditional reliability,79,1,2019
2,categorical omega,79,1,2019
2,Bayesian estimation,79,1,2019
2,factor analysis,79,1,2019
2,small sample size,79,1,2019
2,prior specification,79,1,2019
3,time-limit effect,79,1,2019
3,speededness,79,1,2019
3,structural validity,79,1,2019
3,omissions,79,1,2019
3,model of measurement,79,1,2019
3,processing speed,79,1,2019
4,diagnostic testing,79,1,2019
4,formative assessment,79,1,2019
4,at-risk screening,79,1,2019
4,reading comprehension,79,1,2019
4,subscores,79,1,2019
5,parallel analysis,79,1,2019
5,effect size,79,1,2019
5,exploratory factor analysis,79,1,2019
6,forced-choice,79,1,2019
6,Thurstonian item response theory,79,1,2019
6,response format,79,1,2019
6,single-response,79,1,2019
6,item response theory,79,1,2019
7,skewness,79,1,2019
7,sampling precision,79,1,2019
7,skew-normal distribution,79,1,2019
7,normal distribution,79,1,2019
7,a priori procedure,79,1,2019
8,parallel analysis,79,1,2019
8,dimensionality,79,1,2019
8,item response theory,79,1,2019
8,dichotomous,79,1,2019
9,educational assessment,79,1,2019
9,item response theory,79,1,2019
9,not-reached items,79,1,2019
9,event history analysis,79,1,2019
9,latent class analysis,79,1,2019
9,nonlinear relations,79,1,2019
10,coefficient alpha,79,1,2019
10,measuring instrument,79,1,2019
10,population discrepancy,79,1,2019
10,reliability,79,1,2019
10,single-factor model,79,1,2019
1,multilevel modeling,79,2,2019
1,fixed effects modeling,79,2,2019
1,random coefficients,79,2,2019
1,small samples,79,2,2019
2,factor score estimates,79,2,2019
2,marginal reliability,79,2,2019
2,added-value principle,79,2,2019
2,second-order factor analysis,79,2,2019
3,plausible value,79,2,2019
3,IRT ability estimation,79,2,2019
3,MCMC,79,2,2019
3,MMLE,79,2,2019
3,EAP,79,2,2019
4,EICC,79,2,2019
4,item preequating,79,2,2019
4,test speededness,79,2,2019
5,model size effect,79,2,2019
5,structural equation modeling (SEM),79,2,2019
5,fit indices,79,2,2019
6,cognitive diagnostic computerized adaptive test,79,2,2019
6,cognitive diagnostic model,79,2,2019
6,the reduced version of RUM,79,2,2019
6,item selection criteria,79,2,2019
7,regression mixture models,79,2,2019
7,sample size,79,2,2019
7,heterogeneous effects,79,2,2019
8,item response theory,79,2,2019
8,Monte Carlo simulation,79,2,2019
8,differential item functioning,79,2,2019
8,measurement invariance,79,2,2019
9,coefficient alpha,79,2,2019
9,latent class,79,2,2019
9,mixture,79,2,2019
9,measuring instrument,79,2,2019
9,reliability,79,2,2019
9,unobserved heterogeneity,79,2,2019
